,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
167,Boulens,46.681059,6.7192139,Boulangerie Bal-Blanc,46.69177636736126,6.710111756029686,Bakery
168,Boulens,46.681059,6.7192139,Auberge du Cheval Blanc,46.690115902511145,6.735157426006255,Diner
169,Boulens,46.681059,6.7192139,L'Arc-en-ciel,46.6887821,6.7366592,Food
170,Boulens,46.681059,6.7192139,Hôtel-Restaurant de la gare,46.6930046081543,6.704038143157959,Swiss Restaurant
171,Bourg-en-Lavaux,46.50476465,6.7321748804798105,Restaurant de la Tour de Gourze,46.5099876591954,6.74099206897486,Swiss Restaurant
172,Bourg-en-Lavaux,46.50476465,6.7321748804798105,Auberge du Vigneron,46.491993512065044,6.7452981989547895,Deli / Bodega
173,Bourg-en-Lavaux,46.50476465,6.7321748804798105,Auberge de la Gare,46.4967972789784,6.721318382552963,Restaurant
174,Bourg-en-Lavaux,46.50476465,6.7321748804798105,Café Restaurant Tout un Monde,46.49326705932617,6.716520309448242,Swiss Restaurant
175,Bourg-en-Lavaux,46.50476465,6.7321748804798105,Auberge du Raisin,46.48832664010077,6.730774011031962,Restaurant
176,Bourg-en-Lavaux,46.50476465,6.7321748804798105,Relais de la Poste,46.495147,6.718039,Restaurant
177,Bourg-en-Lavaux,46.50476465,6.7321748804798105,Au Major Davel,46.487844740345274,6.731634746331546,Swiss Restaurant
178,Bourg-en-Lavaux,46.50476465,6.7321748804798105,Café de la Poste,46.488321997430475,6.730777902892883,Swiss Restaurant
179,Bourg-en-Lavaux,46.50476465,6.7321748804798105,Burger King,46.504978326596664,6.709734320447125,Fast Food Restaurant
180,Bourg-en-Lavaux,46.50476465,6.7321748804798105,Boulangerie Martin,46.488702716896334,6.729772759831324,Bakery
181,Bourg-en-Lavaux,46.50476465,6.7321748804798105,Le Bistrot,46.488353,6.730564,Swiss Restaurant
182,Bourg-en-Lavaux,46.50476465,6.7321748804798105,Cafe De Riex,46.49330076925396,6.736176743582311,Swiss Restaurant
183,Bourg-en-Lavaux,46.50476465,6.7321748804798105,Restaurant du Monde,46.49305696681348,6.71675962770607,Swiss Restaurant
184,Bournens,46.6041672,6.5633012,Le Boussinois,46.603309026317355,6.58313,Swiss Restaurant
185,Bournens,46.6041672,6.5633012,Sisaket,46.603341,6.563119,Thai Restaurant
186,Bournens,46.6041672,6.5633012,Restaurant l'Union,46.604005,6.563491,Swiss Restaurant
187,Bournens,46.6041672,6.5633012,Boulangerie - Épicerie Chez Fred,46.59352,6.56613,Bakery
188,Bournens,46.6041672,6.5633012,Restaurant Le Chalet,46.60586248532982,6.582612991333008,French Restaurant
189,Bournens,46.6041672,6.5633012,Le Chalet,46.604877374383726,6.582927456203272,Swiss Restaurant
190,Boussens,46.6023159,6.5846332,Le Boussinois,46.603309026317355,6.58313,Swiss Restaurant
191,Boussens,46.6023159,6.5846332,Le Chalet,46.604877374383726,6.582927456203272,Swiss Restaurant
192,Boussens,46.6023159,6.5846332,Restaurant Le Chalet,46.60586248532982,6.582612991333008,French Restaurant
193,Boussens,46.6023159,6.5846332,Restaurant l'Union,46.604005,6.563491,Swiss Restaurant
194,Boussens,46.6023159,6.5846332,Sisaket,46.603341,6.563119,Thai Restaurant
195,Boussens,46.6023159,6.5846332,Boulangerie - Épicerie Chez Fred,46.59352,6.56613,Bakery
196,Bremblens,46.5461677,6.51777,La Pause,46.561356,6.521865,Diner
197,Bremblens,46.5461677,6.51777,Cuisine Back2Noize,46.562137603759766,6.524360179901123,Cafeteria
198,Bremblens,46.5461677,6.51777,Restaurant Du Moulin,46.562374010804355,6.524105209851519,Diner
199,Bretigny-sur-Morrens,46.603088,6.642508043369688,Boulangerie Locatelli,46.59016109235729,6.642980017018587,Bakery
200,Bretigny-sur-Morrens,46.603088,6.642508043369688,Le Soleil,46.59806688382632,6.645930054734295,Food
